TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.2615E-01 -5.3527E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -6.2497E-01  2.5473E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.5390E-02 -1.7691E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00  2.5631E-01 -1.2189E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.0222E-01  3.0994E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.2537E-01 -2.4931E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1079E-01  6.0683E-01  0.0000E+00  0.0000E+00
