TABLE NO.  1
 ROW         KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  1.0100E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  2.5735E-01  2.5735E-01  2.9470E-01  1.2734E-01  1.6736E-01  1.1586E+00
  1.0110E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  1.8242E-01  1.8242E-01  2.0718E-01  8.3376E-02  1.2380E-01  1.5620E+00
  1.0120E+03  2.2156E+00  1.1186E+02  1.5950E+02  6.4216E+00  8.4355E+00  1.4634E-01  1.4634E-01  1.4904E-01  6.6477E-02  8.2563E-02  8.6591E-01
  1.0130E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0150E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  5.2413E-01  5.2413E-01  5.9209E-01  5.4952E-01  4.2569E-02  3.0788E-01
  1.0160E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  9.6153E-01  9.6153E-01  6.0356E-01  9.7297E-01 -3.6941E-01 -1.2546E+00
  1.0170E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  9.5244E-01  9.5244E-01  1.2145E+00  8.8863E-01  3.2587E-01  1.0732E+00
  1.0180E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  6.9267E-01  6.9267E-01  8.3265E-01  5.4574E-01  2.8691E-01  1.1469E+00
  1.0190E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  3.7811E-01  3.7811E-01  2.6640E-01  2.1899E-01  4.7407E-02 -9.1007E-01
  1.0200E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  2.4372E-01  2.4372E-01  1.6666E-01  1.1809E-01  4.8572E-02 -9.2946E-01
  1.0210E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  1.6548E-01  1.6548E-01  2.5914E-01  7.4259E-02  1.8488E-01  4.6423E+00
  1.0220E+03  2.2156E+00  7.9164E+01  1.5950E+02  6.5866E+00  8.4355E+00  1.3547E-01  1.3547E-01  1.1592E-01  5.9218E-02  5.6702E-02  1.8720E-01
  1.0230E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0240E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  4.2247E-01  4.2247E-01  5.0708E-01  4.7879E-01  2.8286E-02  6.3334E-01
  1.0250E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  8.3442E-01  8.3442E-01  3.4099E-01  9.3944E-01 -5.9845E-01 -1.7307E+00
  1.0260E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  8.4479E-01  8.4479E-01  1.0052E+00  9.4339E-01  6.1813E-02  5.5977E-01
  1.0270E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  6.6833E-01  6.6833E-01  6.2231E-01  7.3422E-01 -1.1191E-01 -2.3519E-01
  1.0280E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  3.9713E-01  3.9713E-01  4.3169E-01  4.2420E-01  7.4880E-03  2.2760E-01
  1.0290E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  1.4452E-01  1.4452E-01  8.6021E-02  1.5010E-01 -6.4083E-02 -1.0886E+00
  1.0300E+03  2.2156E+00  8.4694E+01  1.5950E+02  1.7127E+01  8.4355E+00  7.5435E-02  7.5435E-02  9.6522E-02  8.0388E-02  1.6134E-02  7.4109E-01
  1.0330E+03  2.2156E+00  2.3751E+01  1.5950E+02  1.4599E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0340E+03  2.2156E+00  2.3751E+01  1.5950E+02  1.4599E+01  8.4355E+00  3.3246E-01  3.3246E-01  3.9571E-01  1.0743E-01  2.8828E-01  4.5084E+00
  1.0350E+03  2.2156E+00  2.3751E+01  1.5950E+02  1.4599E+01  8.4355E+00  2.1386E+00  2.1386E+00  2.5462E+00  8.4368E-01  1.7025E+00  4.0201E+00
  1.0360E+03  2.2156E+00  2.3751E+01  1.5950E+02  1.4599E+01  8.4355E+00  2.0751E+00  2.0751E+00  2.3899E+00  1.0345E+00  1.3554E+00  2.1074E+00
  1.0370E+03  2.2156E+00  2.3751E+01  1.5950E+02  1.4599E+01  8.4355E+00  1.0450E+00  1.0450E+00  1.1020E+00  9.6738E-01  1.3462E-01 -1.2541E+00
  1.0380E+03  2.2156E+00  2.3751E+01  1.5950E+02  1.4599E+01  8.4355E+00  2.2607E-01  2.2607E-01  2.0535E-01  6.7366E-01 -4.6831E-01 -2.9058E+00
  1.0430E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0440E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  3.5476E-01  3.5476E-01  2.5568E-01  2.2837E-01  2.7312E-02 -1.2480E+00
  1.0450E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  1.2582E+00  1.2582E+00  1.5695E+00  8.5064E-01  7.1886E-01  1.4915E+00
  1.0460E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  1.3480E+00  1.3480E+00  1.9076E+00  9.9269E-01  9.1491E-01  1.9983E+00
  1.0470E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  9.4477E-01  9.4477E-01  8.5755E-01  8.2174E-01  3.5814E-02 -6.2904E-01
  1.0480E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  3.8111E-01  3.8111E-01  4.2430E-01  4.6981E-01 -4.5510E-02 -2.8645E-01
  1.0490E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  1.2165E-01  1.2165E-01  1.3399E-01  2.0449E-01 -7.0504E-02 -7.4884E-03
  1.0500E+03  2.2156E+00  4.7618E+01  1.5950E+02  1.3805E+01  8.4355E+00  7.4538E-02  7.4538E-02  7.1772E-02  1.1519E-01 -4.3417E-02  5.5117E-02
  1.0530E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0550E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  3.0024E-01  3.0024E-01  2.2903E-01  6.4200E-01 -4.1297E-01 -7.7011E-01
  1.0560E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  4.8772E-01  4.8772E-01  1.8807E-01  9.7177E-01 -7.8370E-01 -1.6216E+00
  1.0570E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  4.9374E-01  4.9374E-01  5.9639E-01  8.2995E-01 -2.3356E-01 -2.0231E-01
  1.0580E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  3.9771E-01  3.9771E-01  4.9141E-01  4.8927E-01  2.1426E-03  3.6861E-02
  1.0590E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  2.5562E-01  2.5562E-01  1.3606E-01  1.8477E-01 -4.8709E-02 -2.0361E+00
  1.0600E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  1.7730E-01  1.7730E-01  2.3184E-01  9.9112E-02  1.3273E-01  2.0921E+00
  1.0610E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  1.1397E-01  1.1397E-01  1.2708E-01  6.1979E-02  6.5101E-02  1.7331E+00
  1.0620E+03  2.2156E+00  1.6449E+02  1.5950E+02  1.2348E+01  8.4355E+00  8.3244E-02  8.3244E-02  8.1048E-02  4.8871E-02  3.2177E-02  8.5233E-01
  1.0630E+03  2.2156E+00  4.3094E+01  1.5950E+02  2.8566E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0650E+03  2.2156E+00  4.3094E+01  1.5950E+02  2.8566E+01  8.4355E+00  1.1971E+00  1.1971E+00  1.4297E+00  8.0417E-01  6.2553E-01  1.7815E+00
  1.0660E+03  2.2156E+00  4.3094E+01  1.5950E+02  2.8566E+01  8.4355E+00  1.2251E+00  1.2251E+00  1.2515E+00  9.8015E-01  2.7135E-01  3.2864E-01
  1.0670E+03  2.2156E+00  4.3094E+01  1.5950E+02  2.8566E+01  8.4355E+00  6.4816E-01  6.4816E-01  6.7263E-01  8.4696E-01 -1.7433E-01 -9.1198E-01
  1.0680E+03  2.2156E+00  4.3094E+01  1.5950E+02  2.8566E+01  8.4355E+00  1.3797E-01  1.3797E-01  1.3437E-01  4.8968E-01 -3.5531E-01 -1.5851E+00
  1.0730E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0740E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  2.1224E-01  2.1224E-01  2.4091E-01  3.4612E-01 -1.0521E-01  2.2563E-01
  1.0750E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  4.3249E-01  4.3249E-01  4.8955E-01  6.9736E-01 -2.0781E-01  7.3026E-02
  1.0760E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  5.8808E-01  5.8808E-01  3.0215E-01  9.3072E-01 -6.2857E-01 -1.2965E+00
  1.0770E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  6.2201E-01  6.2201E-01  3.8199E-01  9.0995E-01 -5.2796E-01 -1.2341E+00
  1.0780E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  4.5186E-01  4.5186E-01  5.9584E-01  5.6910E-01  2.6735E-02  4.6426E-01
  1.0790E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  2.3402E-01  2.3402E-01  2.6730E-01  2.3166E-01  3.5642E-02  1.6120E-02
  1.0800E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  1.3621E-01  1.3621E-01  1.5323E-01  1.2449E-01  2.8744E-02  1.1216E-01
  1.0820E+03  2.2156E+00  1.2240E+02  1.5950E+02  1.4779E+01  8.4355E+00  5.6137E-02  5.6137E-02  5.0694E-02  6.1599E-02 -1.0905E-02 -4.4533E-01
  1.0830E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0840E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  2.5923E-01  2.5923E-01  1.3044E-01  3.0658E-01 -1.7614E-01 -1.2008E+00
  1.0850E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  8.4840E-01  8.4840E-01  1.1848E+00  9.6190E-01  2.2290E-01  1.0457E+00
  1.0860E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  9.2402E-01  9.2402E-01  9.9824E-01  1.0035E+00 -5.3060E-03  1.5162E-01
  1.0870E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  8.6181E-01  8.6181E-01  5.1320E-01  8.5952E-01 -3.4632E-01 -1.4262E+00
  1.0880E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  6.6556E-01  6.6556E-01  7.7474E-01  5.4974E-01  2.2500E-01  6.1789E-01
  1.0890E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  4.1560E-01  4.1560E-01  5.4534E-01  2.4736E-01  2.9798E-01  1.4396E+00
  1.0900E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  2.8814E-01  2.8814E-01  3.4551E-01  1.3994E-01  2.0557E-01  1.1391E+00
  1.0910E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  2.0441E-01  2.0441E-01  2.2989E-01  8.9912E-02  1.3998E-01  1.1091E+00
  1.0920E+03  2.2156E+00  8.8775E+01  1.5950E+02  5.3440E+00  8.4355E+00  1.6705E-01  1.6705E-01  1.7264E-01  7.1111E-02  1.0153E-01  6.7876E-01
  1.0930E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.0940E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  4.8089E-01  4.8089E-01  4.8014E-01  3.0847E-01  1.7167E-01  1.7577E-01
  1.0950E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  1.0789E+00  1.0789E+00  1.0441E+00  7.0760E-01  3.3650E-01  2.2778E-01
  1.0960E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  1.3980E+00  1.3980E+00  1.7247E+00  9.6941E-01  7.5529E-01  1.4744E+00
  1.0970E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  1.0480E+00  1.0480E+00  1.2431E+00  8.3118E-01  4.1192E-01  7.8556E-01
  1.0980E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  4.5552E-01  4.5552E-01  6.5988E-01  4.7069E-01  1.8919E-01  1.0285E+00
  1.0990E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  1.3656E-01  1.3656E-01  8.7931E-02  1.8289E-01 -9.4957E-02 -9.0736E-01
  1.1000E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  8.0474E-02  8.0474E-02  5.6272E-02  9.7910E-02 -4.1638E-02 -5.2042E-01
  1.1020E+03  2.2156E+00  4.7382E+01  1.5950E+02  1.3515E+01  8.4355E+00  4.9544E-02  4.9544E-02  6.1525E-02  4.7060E-02  1.4465E-02  5.8371E-01
  1.1030E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1040E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  1.0534E-01  1.0534E-01  5.8082E-02  2.1839E-01 -1.6031E-01 -7.7837E-01
  1.1050E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  4.6229E-01  4.6229E-01  3.5190E-01  9.0741E-01 -5.5551E-01 -9.9045E-01
  1.1060E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  5.3689E-01  5.3689E-01  6.6682E-01  9.9559E-01 -3.2877E-01 -2.1300E-01
  1.1070E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  5.3142E-01  5.3142E-01  6.1891E-01  8.7355E-01 -2.5464E-01 -3.0770E-01
  1.1080E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  4.3852E-01  4.3852E-01  3.5109E-01  5.4640E-01 -1.9531E-01 -1.1802E+00
  1.1090E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  2.9017E-01  2.9017E-01  3.6045E-01  2.1907E-01  1.4138E-01  5.7900E-01
  1.1100E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  2.0896E-01  2.0896E-01  2.7661E-01  1.2203E-01  1.5458E-01  1.7799E+00
  1.1110E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  1.4066E-01  1.4066E-01  8.8328E-02  7.6313E-02  1.2015E-02 -1.0818E+00
  1.1120E+03  2.2156E+00  1.5565E+02  1.5950E+02  9.9758E+00  8.4355E+00  1.0649E-01  1.0649E-01  1.2003E-01  6.0309E-02  5.9721E-02  1.4965E+00
  1.1130E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1140E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  2.6602E-01  2.6602E-01  3.4291E-01  2.9693E-01  4.5980E-02  9.3187E-01
  1.1150E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  7.8361E-01  7.8361E-01  7.8393E-01  8.8189E-01 -9.7963E-02  2.0273E-02
  1.1160E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  8.4664E-01  8.4664E-01  6.4487E-01  9.6120E-01 -3.1633E-01 -7.2795E-01
  1.1170E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  6.7779E-01  6.7779E-01  4.2881E-01  7.8854E-01 -3.5973E-01 -1.1954E+00
  1.1180E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  3.4450E-01  3.4450E-01  4.5885E-01  4.2459E-01  3.4264E-02  5.9153E-01
  1.1190E+03  2.2156E+00  8.3107E+01  1.5950E+02  2.1344E+01  8.4355E+00  1.0921E-01  1.0921E-01  1.0179E-01  1.5017E-01 -4.8384E-02 -4.9677E-01
  1.1230E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1240E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  4.8700E-01  4.8700E-01  4.6146E-01  5.4426E-01 -8.2797E-02 -3.9046E-01
  1.1250E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  8.3669E-01  8.3669E-01  1.0795E+00  9.1143E-01  1.6807E-01  6.5319E-01
  1.1260E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  9.4140E-01  9.4140E-01  8.8450E-01  9.9174E-01 -1.0724E-01 -3.6384E-01
  1.1270E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  8.5143E-01  8.5143E-01  7.2992E-01  8.0864E-01 -7.8722E-02 -5.1854E-01
  1.1280E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  6.1996E-01  6.1996E-01  8.4376E-01  4.9015E-01  3.5361E-01  1.7928E+00
  1.1290E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  3.4959E-01  3.4959E-01  1.9466E-01  2.0218E-01 -7.5195E-03 -1.5664E+00
  1.1300E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  2.3005E-01  2.3005E-01  2.0568E-01  1.1252E-01  9.3160E-02  4.1893E-01
  1.1310E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  1.5644E-01  1.5644E-01  2.4472E-01  7.2119E-02  1.7260E-01  4.6391E+00
  1.1320E+03  2.2156E+00  8.4473E+01  1.5950E+02  7.2096E+00  8.4355E+00  1.2529E-01  1.2529E-01  7.1495E-02  5.6994E-02  1.4501E-02 -1.4496E+00
  1.1330E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1350E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  7.0520E-01  7.0520E-01  8.0283E-01  6.5566E-01  1.4717E-01  5.3197E-01
  1.1360E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  1.0951E+00  1.0951E+00  9.3731E-01  1.0184E+00 -8.1088E-02 -4.4612E-01
  1.1370E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  9.7568E-01  9.7568E-01  9.8166E-01  9.0740E-01  7.4255E-02  4.4789E-02
  1.1380E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  6.4440E-01  6.4440E-01  9.8660E-01  5.9840E-01  3.8820E-01  1.8643E+00
  1.1390E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  3.0291E-01  3.0291E-01  4.1168E-01  2.7784E-01  1.3384E-01  9.9563E-01
  1.1400E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  1.8343E-01  1.8343E-01  1.6314E-01  1.6473E-01 -1.5862E-03 -6.6483E-01
  1.1410E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  1.2221E-01  1.2221E-01  1.1644E-01  1.0654E-01  9.8999E-03 -4.6689E-01
  1.1420E+03  2.2156E+00  6.9330E+01  1.5950E+02  8.4636E+00  8.4355E+00  9.9101E-02  9.9101E-02  8.7158E-02  8.4817E-02  2.3406E-03 -7.2260E-01
  1.1430E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1440E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  6.2163E-01  6.2163E-01  8.6934E-01  4.4675E-01  4.2259E-01  2.2010E+00
  1.1450E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  1.2611E+00  1.2611E+00  7.8567E-01  9.3233E-01 -1.4666E-01 -1.1687E+00
  1.1460E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  1.2941E+00  1.2941E+00  1.5619E+00  9.8879E-01  5.7311E-01  1.3432E+00
  1.1470E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  9.7883E-01  9.7883E-01  9.1571E-01  8.1065E-01  1.0506E-01 -5.1148E-02
  1.1480E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  5.3041E-01  5.3041E-01  5.9200E-01  5.0469E-01  8.7307E-02  3.3572E-01
  1.1490E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  1.8252E-01  1.8252E-01  1.8289E-01  2.0547E-01 -2.2578E-02 -1.2912E-01
  1.1500E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  1.0504E-01  1.0504E-01  1.4008E-01  1.1303E-01  2.7046E-02  8.5425E-01
  1.1510E+03  2.2156E+00  5.3118E+01  1.5950E+02  1.1451E+01  8.4355E+00  7.5759E-02  7.5759E-02  5.7276E-02  7.1762E-02 -1.4486E-02 -7.1286E-01
  1.1530E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1550E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  9.9541E-01  9.9541E-01  1.3488E+00  8.3624E-01  5.1256E-01  1.4019E+00
  1.1560E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  1.1653E+00  1.1653E+00  1.0658E+00  9.9067E-01  7.5128E-02 -2.9208E-01
  1.1570E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  8.8176E-01  8.8176E-01  9.8735E-01  7.7216E-01  2.1519E-01  4.5254E-01
  1.1580E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  4.9609E-01  4.9609E-01  5.6562E-01  4.5348E-01  1.1214E-01  4.3178E-01
  1.1590E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  1.9548E-01  1.9548E-01  2.5547E-01  1.8449E-01  7.0980E-02  8.2576E-01
  1.1610E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  8.2330E-02  8.2330E-02  8.0083E-02  7.0351E-02  9.7323E-03 -3.0563E-01
  1.1620E+03  2.2156E+00  6.2147E+01  1.5950E+02  1.1052E+01  8.4355E+00  6.7629E-02  6.7629E-02  5.9898E-02  5.6006E-02  3.8915E-03 -6.3536E-01
  1.1630E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1640E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  1.5082E-01  1.5082E-01  1.2135E-01  1.9713E-01 -7.5781E-02 -7.5056E-01
  1.1650E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  7.0150E-01  7.0150E-01  6.8703E-01  8.8826E-01 -2.0123E-01 -4.8713E-01
  1.1660E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  7.7971E-01  7.7971E-01  9.7120E-01  9.5634E-01  1.4863E-02  2.5746E-01
  1.1670E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  6.6750E-01  6.6750E-01  7.4951E-01  7.4711E-01  2.3978E-03  7.9747E-02
  1.1680E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  4.2173E-01  4.2173E-01  4.1213E-01  3.9636E-01  1.5768E-02 -1.7847E-01
  1.1690E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  1.9394E-01  1.9394E-01  2.0816E-01  1.4353E-01  6.4629E-02  3.6656E-01
  1.1700E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  1.0704E-01  1.0704E-01  1.0605E-01  7.4755E-02  3.1295E-02  1.1114E-01
  1.1710E+03  2.2156E+00  9.7813E+01  1.5950E+02  1.5314E+01  8.4355E+00  6.3242E-02  6.3242E-02  7.3984E-02  4.8021E-02  2.5963E-02  6.2275E-01
  1.1730E+03  2.2156E+00  7.7513E+01  1.5950E+02  1.0354E+01  8.4355E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00
  1.1740E+03  2.2156E+00  7.7513E+01  1.5950E+02  1.0354E+01  8.4355E+00  1.2575E-01  1.2575E-01  1.1386E-01  1.3052E-01 -1.6663E-02 -4.4205E-01
  1.1750E+03  2.2156E+00  7.7513E+01  1.5950E+02  1.0354E+01  8.4355E+00  7.6722E-01  7.6722E-01  8.6092E-01  7.8522E-01  7.5701E-02  2.7884E-01
  1.1760E+03  2.2156E+00  7.7513E+01  1.5950E+02  1.0354E+01  8.4355E+00  9.8249E-01  9.8249E-01  1.0481E+00  9.8075E-01  6.7347E-02  1.5722E-01
